,temp,feelslike,dew,humidity,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,uvindex,rain,precip_lag_1,precip_lag_2,precip_lag_3,precip_lag_4,precip_lag_5,precip_lag_6,precip_lag_7,rolling_mean_7,rolling_std_7,predicted_precip
2024-01-01,27.183566492209042,29.801237175210755,24.757124747009247,86.61246897290424,4.800560693389878,12.573105764990837,15.824133684460149,275.88960717780213,1010.931096806831,52.578710555516174,9.13913315258043,8.230965918784802,0.7891946494746337,1.4714822090431807,0.8853309786216661,0.7575525191715808,1.224236242890853,0.7560813003150365,1.1121351959619912,1.1863536973006754,1.1198042243889423,1.3848163920206098,0.5636244780678346
2024-01-02,27.31659543866721,29.877594223617205,24.68785621378437,85.47393721139471,4.483667110360772,12.914274633356419,15.324534624052767,269.5927531402681,1010.8907921980611,52.578710555516174,9.089735587635701,8.321396226781625,0.6521520201406824,1.11524102704506,0.9709998389726588,0.93941031682544,1.052566795105405,0.9391695631895302,1.0251582905611747,1.0418061574747777,1.1900396969219642,1.3848163920206098,2.4138283942244083
2024-01-03,27.30140235722396,29.8690979869783,24.699751508005377,85.62453243181331,4.417422428961452,12.989665234939956,15.463109486272602,269.98772045632495,1010.8659382867254,52.578710555516174,9.109512135505758,8.295034406318244,0.704601349483581,1.2055261897731722,0.9492950483643402,0.8933432910960323,1.0959378331656837,0.8929186728772244,1.0471480699201436,1.0783233004895176,1.2673704380231257,1.3848163920206098,6.1074798202388205
2024-01-04,27.394597870540583,29.92280245016892,24.660040619208207,84.8780279975904,4.1399153588760615,13.292501748767217,15.26392459286388,264.8014459292062,1010.8168493686823,52.578710555516174,9.088845584558422,8.332526840066043,0.6646836735390528,1.051495339076167,0.986346707510629,0.9720082029111504,1.0215093670990905,0.9723053077559967,1.0094619235862847,1.0156511378933617,1.3911317252454527,1.3848163920206098,23.887131525274715
2024-01-05,27.456859595342916,29.95857985211155,24.64078805473356,84.4277471829867,3.9680394831337065,13.481615306472614,15.23048472190103,260.59109156067774,1010.7913081255638,52.578710555516174,9.090342217528189,8.343241123295694,0.6744184383280175,1.0145764433389515,0.9952364942974822,0.9908924746326365,1.003492333751325,0.9915291148642399,1.0003595733401027,1.0004777081152822,1.4475240965109315,1.3848163920206098,33.843
2024-01-06,27.499245376699772,29.98241441657262,24.631454059699,84.15614422564961,3.9680394831337065,13.481615306472614,15.224870716988933,257.17301490162475,1010.8102817807953,52.578710555516174,9.082540680566813,8.353348428774607,0.6760697252481256,1.0057275351086348,0.997369416572398,0.995425826418361,0.9991309179139485,0.9961842405072311,0.9981610789843737,0.9968040999024325,1.3709962455040197,1.3848163920206098,19.92104151762395
2024-01-07,27.528475483439767,29.998292776436756,24.626928768358216,83.9923172002873,3.9680394831337065,13.481615306472614,15.223928217803214,254.39813017113897,1010.8221867676424,52.578710555516174,9.087811023420942,8.362883142563147,0.6758920521212012,1.0036065838909731,0.9978811675895946,0.9965141012915586,0.9980751420967339,0.9973114987360522,0.9976300757487863,0.9959146900920667,1.2713066716123673,1.3848163920206098,6.935548465067925
2024-01-08,27.54904411384186,30.008870788566444,24.6247348244314,83.89349907804662,3.9680394831337065,13.481615306472614,15.223769987675349,252.14540560245828,1010.8214891299527,52.578710555516174,9.081988026116226,8.371877702707687,0.6715772359638033,1.0030982235429375,0.9980039517654089,0.9967753521839695,0.9978195685358129,0.997584469051334,0.9975018223214033,0.9956993568924055,1.198331486387784,1.3848163920206098,2.8988042965438914
2024-01-09,27.563897315492355,30.01591775951138,24.62367116032857,83.83389339783862,3.9680394831337065,13.481615306472614,15.223743423436629,250.31658441699258,1010.8145793510115,52.578710555516174,9.087305643289838,8.380362709598094,0.6681471594957902,1.0029763771556641,0.9980334113137513,0.9968380679835037,0.9977577013818425,0.9976505699598216,0.9974708452189432,0.9956472230095362,1.1449118814013077,1.3848163920206098,1.3165826654399748
2024-01-10,27.574974224983166,30.02061238444563,24.623155476536564,83.79794010270916,3.9680394831337065,13.481615306472614,15.223738963737402,248.83189917188653,1010.8137040446983,52.578710555516174,9.082112986258274,8.388367030073276,0.6677828717362756,1.002947172395401,0.9980404795290387,0.9968531235168071,0.9977427250880249,0.997666576572476,0.9974633633067915,0.9956346009812225,1.1058074353059812,1.3848163920206098,0.5836624780916875
2024-01-11,27.583550232571856,30.023739898869266,24.622905463611772,83.77625358850186,3.9680394831337065,13.481615306472614,15.223738215027174,247.62659255440312,1010.8154826524907,52.578710555516174,9.087060819799477,8.39591789562907,0.6676540952614974,1.0029401724502975,0.9980421754025386,0.9968567377429626,0.9977390997495031,0.9976704526409678,0.9974615561975075,0.9956315450876273,1.077182032613292,1.3848163920206098,0.19863506303617084
2024-01-12,27.59046439364028,30.02582341919455,24.622784252777667,83.7631725928165,3.9680394831337065,13.481615306472614,15.223738089331027,246.64809287109446,1010.8168836479504,52.578710555516174,9.08230436491331,8.403040995062488,0.6678346841848279,1.0029384946679423,0.998042582292653,0.9968576053728526,0.9977382221572526,0.997671391247235,0.9974611197256675,0.9956308052314462,1.0562275437727868,1.3848163920206098,0.0
2024-01-13,27.596268763011835,30.027211440593593,24.62272548755057,83.75528232301635,3.9680394831337065,13.481615306472614,15.223738068228707,245.85372103545797,1010.8163532222319,52.578710555516174,9.08686219086666,8.40976056186757,0.6677762214396005,1.0029380925285551,0.9980426799176029,0.9968578136557861,0.9977380097169098,0.9976716185346853,0.9974610143044466,0.9956306261063714,1.040888349865867,1.3848163920206098,0.0
2024-01-14,27.601326640648264,30.028136127231324,24.62269699709473,83.75052302494633,3.9680394831337065,13.481615306472614,15.223738064685977,245.20882904007294,1010.8157836943191,52.578710555516174,9.08248962037767,8.416099456680149,0.66760348316919,1.002937996141747,0.99804270334071,0.9968578636561157,0.997737958291092,0.9976716735732962,0.9974609888420162,0.9956305827387641,1.0296596880022915,1.3848163920206098,0.0
2024-01-15,27.605877182117464,30.02875214466346,24.622683184401172,83.74765228431352,3.9680394831337065,13.481615306472614,15.223738064091213,244.68528871921248,1010.8156981663457,52.578710555516174,9.086682699216341,8.422079245052004,0.6675549034103648,1.0029379730392678,0.9980427089606051,0.9968578756591775,0.9977379458423513,0.9976716869011271,0.997460982692065,0.9956305722391208,1.0214400352609805,1.3848163920206098,0.0
2024-01-16,27.610077892431686,30.029162529610335,24.622676487754955,83.74592069455811,3.9680394831337065,13.481615306472614,15.22373806399136,244.260264886496,1010.8159678514807,52.578710555516174,9.082661130625999,8.427720270819021,0.6675211390331769,1.0029379675019483,0.9980427103089836,0.9968578785406285,0.9977379428288621,0.9976716901285173,0.9974609812066647,0.9956305696970736,1.0154230501554886,1.3848163920206098,0.0
2024-01-17,27.614032573509704,30.029435924153788,24.622673241098507,83.74487622434482,3.9680394831337065,13.481615306472614,15.223738063974595,243.91521933569666,1010.8160504975613,52.578710555516174,9.086517991158013,8.433041725312952,0.6675271527643719,1.0029379661747355,0.9980427106324994,0.9968578792323486,0.9977379420993812,0.9976716909100434,0.9974609808478955,0.9956305690816237,1.011018471166676,1.3848163920206098,0.0
2024-01-18,27.617809704810938,30.029618056995062,24.622671667060136,83.74424621482727,3.9680394831337065,13.481615306472614,15.223738063971782,243.6351022623422,1010.815995545733,52.578710555516174,9.082819018830527,8.438061712652228,0.6675312232119158,1.0029379658566224,0.9980427107101205,0.9968578793984028,0.9977379419227946,0.9976716910992932,0.9974609807612418,0.9956305689326183,1.0077942125506825,1.3848163920206098,0.0
2024-01-19,27.62145453201219,30.029739392159446,24.62267090393758,83.74386620208286,3.9680394831337065,13.481615306472614,15.22373806397131,243.40769583845733,1010.8159272226941,52.578710555516174,9.086366540694419,8.44279731133399,0.6675251681129559,1.0029379657803756,0.9980427107287441,0.9968578794382656,0.9977379418800479,0.9976716911451208,0.9974609807403123,0.9956305688965431,1.0054339770663798,1.3848163920206098,0.0
2024-01-20,27.624997017568514,30.029820224490464,24.62267053396182,83.74363698382201,3.9680394831337065,13.481615306472614,15.223738063971231,243.22308130923625,1010.815936802383,52.578710555516174,9.082964259379587,8.44726463233682,0.6675231895915129,1.0029379657621003,0.9980427107332125,0.9968578794478352,0.9977379418697,0.9976716911562181,0.9974609807352572,0.995630568887809,1.0037062274641213,1.3848163920206098,0.0
2024-01-21,27.628457069702574,30.02987407421961,24.622670354590813,83.74349872264033,3.9680394831337065,13.481615306472614,15.223738063971217,243.07320636807472,1010.8159612532645,52.578710555516174,9.086227243393214,8.451478873931912,0.6675202698187509,1.00293796575772,0.9980427107342845,0.9968578794501323,0.9977379418671952,0.9976716911589053,0.9974609807340363,0.9956305688856943,1.002441472863168,1.3848163920206098,0.0
2024-01-22,27.631847981460766,30.02990994839635,24.622670267628468,83.74341532546991,3.9680394831337065,13.481615306472614,15.223738063971213,242.9515339402167,1010.8159695651285,52.578710555516174,9.08309785244687,8.455454373389088,0.6675198767032469,1.00293796575667,0.9980427107345416,0.9968578794506838,0.9977379418665887,0.9976716911595561,0.9974609807337412,0.9956305688851823,1.0015156418292377,1.3848163920206098,0.0
2024-01-23,27.63517869255917,30.029933847431256,24.622670225467534,83.74336502148763,3.9680394831337065,13.481615306472614,15.223738063971213,242.85275705606173,1010.8159599769418,52.578710555516174,9.086099119517499,8.459204655753636,0.6675201574210469,1.0029379657564184,0.9980427107346035,0.9968578794508162,0.997737941866442,0.9976716911597138,0.9974609807336702,0.9956305688850584,1.000837911064121,1.3848163920206098,0.0
2024-01-24,27.63845527699729,30.02994976874072,24.622670205027145,83.74333467884385,3.9680394831337065,13.481615306472614,15.223738063971213,242.772567377799,1010.8159549487873,52.578710555516174,9.08322073053026,8.46274247985985,0.6675199610084964,1.002937965756358,0.9980427107346183,0.9968578794508479,0.9977379418664065,0.9976716911597517,0.9974609807336529,0.9956305688850283,1.000341795711371,1.3848163920206098,0.0
2024-01-25,27.64168192147152,30.029960375365462,24.62267019511727,83.74331637659442,3.9680394831337065,13.481615306472614,15.223738063971213,242.7074672832285,1010.8159561753722,52.578710555516174,9.085981272271837,8.46607988173786,0.6675199737480035,1.0029379657563435,0.9980427107346218,0.9968578794508556,0.997737941866398,0.9976716911597611,0.9974609807336487,0.9956305688850211,0.9999786272440337,1.3848163920206098,0.0
2024-01-26,27.644861568895497,30.029967441397858,24.62267019031278,83.74330533693892,3.9680394831337065,13.481615306472614,15.223738063971213,242.65461731045255,1010.8159592223674,52.578710555516174,9.083333752848292,8.469228215561404,0.6675198149149236,1.0029379657563402,0.9980427107346227,0.9968578794508574,0.9977379418663959,0.9976716911597633,0.9974609807336478,0.9956305688850193,0.9997127791203329,1.3848163920206098,0.0
2024-01-27,27.647996341666346,30.029972148721345,24.622670187983477,83.74329867797637,3.9680394831337065,13.481615306472614,15.223738063971213,242.61171230945615,1010.8159593728602,52.578710555516174,9.085872877317016,8.472198192275862,0.6675197565138782,1.0029379657563393,0.9980427107346229,0.9968578794508579,0.9977379418663953,0.997671691159764,0.9974609807336474,0.9956305688850189,0.9995181718478635,1.3848163920206098,0.0
2024-01-28,27.65108782007296,30.02997528469543,24.62267018685419,83.74329466138525,3.9680394831337065,13.481615306472614,15.223738063971213,242.57688089869444,1010.81595842468,52.578710555516174,9.083437709886192,8.47499991603795,0.6675197616138687,1.002937965756339,0.9980427107346229,0.9968578794508579,0.9977379418663953,0.9976716911597641,0.9974609807336474,0.9956305688850189,0.9993757146058461,1.3848163920206098,0.0
2024-01-29,27.654137225433107,30.029977373851494,24.622670186306692,83.74329223863485,3.9680394831337065,13.481615306472614,15.223738063971213,242.54860384130083,1010.8159579001054,52.578710555516174,9.085773176495854,8.477642918591085,0.6675197488499371,1.002937965756339,0.9980427107346229,0.996857879450858,0.9977379418663952,0.9976716911597641,0.9974609807336474,0.9956305688850188,0.9992714324505815,1.3848163920206098,0.0
2024-01-30,27.657145540571904,30.029978765627373,24.62267018604125,83.74329077726638,3.9680394831337065,13.481615306472614,15.223738063971213,242.52564778074063,1010.8159581985652,52.578710555516174,9.083533328748075,8.480136191693306,0.6675197557043889,1.002937965756339,0.9980427107346229,0.996857879450858,0.9977379418663952,0.9976716911597641,0.9974609807336474,0.9956305688850188,0.9991950953844375,1.3848163920206098,0.0
